CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate,F1_dif,auc
cg16281276,0.324481693009071,0.505326547518681,12.1930612019745,1.8198261757011198e-30,1.2036352082096299e-28,57.9779516611915,0.210024862873735,0.534506555882806,0.324481693009071,11,7695528,R,I,CYB5R2,TSS1500,island,TSS1500-island,chr11:7694711-7695685,True,,,,,0.3701634393218403,hyper,0.36,0.9129511677282378,0.8804347826086957,-0.0325163851195421,0.8861660079051383
cg08843517,0.45274209856766,0.6268695794146,17.9917809139636,2.33444574767087e-57,2.58302988971329e-53,119.618494115592,0.214841698344033,0.667583796911692,0.452742098567659,16,88717464,F,I,CYBA,TSS200,island,TSS200-island,chr16:88716989-88717606,,,high-CpG:87244919-87245004,rs72550704,,0.5423963439657442,hyper,0.29,0.9699398797595192,0.964467005076142,-0.005472874683377,0.9198418972332015
cg11256607,0.325784987589646,0.576258247343768,13.9803844743276,2.87093233123323e-38,7.36738811508594e-36,75.8406352547785,0.2797704708683,0.605555458457945,0.325784987589645,1,58716306,F,II,DAB1,TSS200,shore,TSS200-shore,chr1:58715272-58716095,,,,,,0.3725103290567312,hyper,0.39,0.9527720739219712,0.9032258064516128,-0.0495462674703582,0.9092490118577075
cg20303028,0.335238428681698,0.547422719791635,13.0206781789083,5.2013712448631095e-34,6.22782262626902e-32,66.0885289766643,0.242331631818723,0.577570060500421,0.335238428681698,2,74607507,F,II,DCTN1,TSS200,opensea,TSS200-opensea,,True,True,,rs13411165,,0.3746238256942993,hyper,0.33,0.9399585921325052,0.936842105263158,-0.0031164868693472,0.9154150197628458
cg24601030,0.3203789481015,0.618287866404721,11.0421950169687,9.19060177296985e-26,3.04629985903094e-24,47.2250105532329,0.326719974787168,0.647098922888669,0.320378948101501,11,111847747,F,II,DIXDC1,TSS1500,shore,TSS1500-shore,chr11:111847927-111848401,True,,,,,0.3483450677034695,hyper,0.51,0.8641425389755011,0.8117647058823529,-0.0523778330931481,0.876205533596838
cg09025324,0.371570756374813,0.547645571008324,13.0856003162309,2.70949837691745e-34,3.41026041113493e-32,66.7369754248036,0.209489450998153,0.581060207372966,0.371570756374813,6,116691685,R,II,DSE,TSS1500,shore,TSS1500-shore,chr6:116691827-116692868,,,,,,0.4366084117725983,hyper,0.38,0.9125799573560768,0.8826815642458101,-0.0298983931102666,0.8983399209486166
cg13605988,0.328538596934687,0.431873992171822,10.3222857510769,5.71562026218216e-23,1.3265746935247301e-21,40.8458099430022,0.132880233090974,0.461418830025661,0.328538596934687,15,45421612,F,II,DUOX1,TSS1500,island,TSS1500-island,chr15:45421236-45422394,,True,,,,0.3996138133811971,hyper,0.18,0.9266247379454926,0.9375,0.0108752620545073,0.8757312252964427
cg11095319,0.349780151501165,0.455552027448466,13.3457737084874,1.9526436862979105e-35,3.00202009809442e-33,69.3525038685642,0.137226925542729,0.487007077043894,0.349780151501165,11,19263864,R,II,E2F8,TSS1500,island,TSS1500-island,chr11:19262473-19264397,,,,,,0.3998527218324366,hyper,0.3,0.9217758985200843,0.8972972972972972,-0.0244786012227871,0.9146245059288538
cg05385513,0.476907781340765,0.636862005956573,16.8155244682466,1.37318387380843e-51,5.11483801233761e-48,106.380412749202,0.202841615024151,0.679749396364915,0.476907781340765,2,56150478,F,II,EFEMP1,TSS200,island,TSS200-island,chr2:56150340-56151180,True,,,,,0.5764755749995757,hyper,0.36,0.952965235173824,0.9319371727748692,-0.0210280623989549,0.9244268774703558
cg18844382,0.410266800033851,0.533370037396711,17.8865051678045,7.744124793805299e-57,7.66678544224612e-53,118.423380018238,0.159997733768781,0.570264533802633,0.410266800033851,14,23834977,F,I,EFS,TSS200,island,TSS200-island,chr14:23834435-23835947,,,high-CpG:22904163-22905667,,,0.4840003529091217,hyper,0.44,0.9308176100628932,0.8666666666666667,-0.0641509433962265,0.9176284584980237
cg02156680,0.430787277232662,0.531705565629572,14.1179052633775,6.85406790098174e-39,1.9774038456202698e-36,77.2658785594729,0.139658151457401,0.570445428690064,0.430787277232663,8,120651317,R,II,ENPP2,TSS1500,opensea,TSS1500-opensea,,True,True,,,,0.5184247614536966,hyper,0.28,0.9330543933054394,0.9148936170212766,-0.0181607762841627,0.9127272727272727
cg26010734,0.362555490730434,0.551673325338715,12.8801049492051,2.12254377970429e-33,2.2840720327335603e-31,64.6903737150558,0.221721745645191,0.584277236375625,0.362555490730434,19,15344046,R,I,EPHX3,TSS200,shore,TSS200-shore,chr19:15344091-15344419,True,,,,,0.4246439968392765,hyper,0.3,0.9443298969072164,0.9166666666666666,-0.0276632302405497,0.8947035573122529
cg21784383,0.345711270986808,0.636526685592664,14.0578401559432,1.28233388637915e-38,3.49326878874199e-36,76.6425596815722,0.321904557680209,0.667615828667018,0.345711270986808,1,217311172,F,II,ESRRG,TSS200,island,TSS200-island,chr1:217310749-217311178,,,,,,0.4070721476459337,hyper,0.47,0.9399585921325052,0.8947368421052632,-0.045221750027242,0.8920158102766798
cg20787173,0.39875768390968,0.54114519600912,14.5322337057266,8.81089595210059e-41,3.64653807663366e-38,81.5989400248934,0.178247016048152,0.577004699957832,0.39875768390968,6,133562475,F,I,EYA4,TSS200,island,TSS200-island,chr6:133562086-133563586,True,,,,,0.4972292247461721,hyper,0.19,0.9635627530364372,0.9489795918367346,-0.0145831611997025,0.913201581027668
cg06947913,0.381894178893077,0.489870476935772,13.3232834186862,2.45366451995626e-35,3.70269097765802e-33,69.1253556540646,0.142319299741713,0.524213478634789,0.381894178893077,12,50297793,R,I,FAIM2,TSS200,island,TSS200-island,chr12:50297580-50297988,True,True,,,,0.5054959466905998,hyper,0.21,0.931106471816284,0.9375,0.0063935281837159,0.8999209486166008
cg08151731,0.336210954424922,0.445854154545874,13.8524041929654,1.0823526386967e-37,2.49501516201527e-35,74.5202745230205,0.139877998180748,0.476088952605669,0.336210954424921,15,48938576,F,II,FBN1,TSS1500,island,TSS1500-island,chr15:48936810-48938577,,,,,,0.3843841428202317,hyper,0.21,0.9551020408163268,0.9375,-0.0176020408163267,0.926798418972332
cg27223047,0.398303501092994,0.628811969815638,14.0705817151068,1.12288627730268e-38,3.09023724910502e-36,76.7746787918566,0.266327128892877,0.664630629985871,0.398303501092994,5,127874825,F,II,FBN2,TSS1500,island,TSS1500-island,chr5:127872563-127874945,,,,rs55770077,,0.4671130895441212,hyper,0.3,0.9699398797595192,0.9424083769633508,-0.0275315027961683,0.9141501976284585
cg06244497,0.429319860857726,0.526680156018631,14.5441664317119,7.76604685085581e-41,3.26438620729185e-38,81.7245757672441,0.135968196317176,0.565288057174901,0.429319860857725,19,39466575,F,II,FBXO17,TSS200,shore,TSS200-shore,chr19:39465846-39466403,,True,,,,0.5057324240919773,hyper,0.31,0.9375,0.8913043478260869,-0.046195652173913,0.9302766798418974
cg06169131,0.331977367461468,0.52268070358362,13.8763181546443,8.45017039085361e-38,1.9918523508089501e-35,74.7665473263034,0.220557415929839,0.552534783391306,0.331977367461468,10,103536348,F,II,FGF8,TSS1500,island,TSS1500-island,chr10:103535636-103536505,,,,,,0.388811701537894,hyper,0.29,0.9595141700404858,0.91005291005291,-0.0494612599875756,0.9122529644268775
cg23083315,0.377832240788893,0.431588918862629,12.4029115091115,2.36317668135977e-31,1.79350188301584e-29,60.0062862701542,0.0877343975691396,0.465566638358033,0.377832240788893,11,35639656,R,I,FJX1,TSS200,island,TSS200-island,chr11:35639629-35641485,,,,,,0.4168569549565613,hyper,0.2,0.9145299145299146,0.936842105263158,0.0223121907332433,0.9163636363636364
cg13804182,0.373157942013263,0.437508435439633,12.2508265001366,1.03953672442435e-30,7.14690996732573e-29,58.5343139148224,0.0979078623124547,0.471065804325717,0.373157942013263,6,30711796,R,II,FLOT1,TSS1500,island,TSS1500-island,chr6:30710307-30712440,,,,,,0.4111148577777953,hyper,0.21,0.9330543933054394,0.8791208791208791,-0.0539335141845602,0.9144664031620554
cg01537995,0.357525674949213,0.514206711210692,14.4085717958368,3.25059357404639e-40,1.19656512282204e-37,80.2996803048521,0.18883262573533,0.546358300684542,0.357525674949213,14,85996352,F,II,FLRT2,TSS200,shore,TSS200-shore,chr14:85996494-85996958,,,high-CpG:85066099-85066447,,,0.4178564012515168,hyper,0.33,0.9397089397089397,0.9206349206349206,-0.019074019074019,0.9106719367588934
cg25078444,0.337232320741384,0.538213233859456,11.7451072123006,1.32886961471336e-28,6.59621841144266e-27,53.7159247613253,0.231307560666758,0.568539881408141,0.337232320741384,14,29235193,F,I,FOXG1,TSS1500,island,TSS1500-island,chr14:29234889-29235908,,True,,,,0.3904045743035273,hyper,0.3,0.933609958506224,0.9381443298969072,0.0045343713906831,0.8886956521739132
cg14000361,0.402983810102763,0.61218286928046,15.3575257604146,1.28523477006278e-44,1.10897189603547e-41,90.3922090855981,0.24543861044593,0.648422420548694,0.402983810102764,6,10882336,F,I,GCM2,TSS1500,shore,TSS1500-shore,chr6:10882926-10883149,,,,,,0.4981408368737907,hyper,0.41,0.9465020576131686,0.9381443298969072,-0.0083577277162615,0.906403162055336
cg12242450,0.340823403274753,0.574954308822287,12.8306319087906,3.47509865028427e-33,3.5906330341395104e-31,64.2002528152319,0.264780492172962,0.605603895447714,0.340823403274753,6,10555808,R,II,GCNT2,TSS200,opensea,TSS200-opensea,,,True,,rs55851629,rs55674664,0.3956812121277477,hyper,0.38,0.937759336099585,0.8994708994708994,-0.0382884366286855,0.9010276679841898
cg09350274,0.348394990686974,0.436015887222393,8.56493467582792,1.0688282629296699e-16,1.2670906178088301e-15,26.5576684447658,0.118951381309428,0.467346371996401,0.348394990686973,5,137610396,F,II,GFRA3,TSS200,shore,TSS200-shore,chr5:137610105-137610311,,True,,,,0.4227641974514612,hyper,0.25,0.8329519450800915,0.8764044943820225,0.0434525493019309,0.8357312252964427
cg12080909,0.322670238590478,0.688299539660356,14.0379707588154,1.57716413093312e-38,4.23207583364974e-36,76.4366442449587,0.39464640885679,0.717316647447269,0.322670238590479,17,27917982,R,II,GIT1,TSS1500,shore,TSS1500-shore,chr17:27918161-27918398,,True,,,,0.3816407534058675,hyper,0.5,0.9467213114754098,0.91005291005291,-0.0366684014224997,0.8977075098814229
cg11521404,0.340885981083064,0.450570467215277,11.3589238912808,4.97600584068699e-27,1.9612344445213704e-25,50.1189907594111,0.140339700258387,0.481225681341452,0.340885981083065,13,20735532,R,I,GJA3,TSS1500,island,TSS1500-island,chr13:20735043-20736157,True,,,,,0.3979026220483667,hyper,0.27,0.8845315904139434,0.8983957219251336,0.0138641315111902,0.8765217391304347
