CpG,early_dbeta,later_dbeta,dbate_dif
cg20286236,0.008765807,0.132233765,-0.123467958
cg22403469,-0.149406437,-0.02599387,-0.123412567
cg21233189,0.108260612,0.231478968,-0.123218356
cg17154724,0.084361582,0.207347293,-0.122985711
cg16643088,0.070694494,0.193632493,-0.122937999
cg05987251,0.03919817,0.161983436,-0.122785266
cg03287574,0.008678328,0.131366401,-0.122688073
cg19229215,0.028316685,0.150907468,-0.122590783
cg16319578,-0.0182954,0.104228286,-0.122523686
cg14778235,0.044914982,0.166838093,-0.121923111
cg05589845,0.052686917,0.174464413,-0.121777496
cg21544698,-0.115767654,0.005973181,-0.121740835
cg11400401,0.042494518,0.163904368,-0.12140985
cg00916884,0.023762047,0.145102114,-0.121340067
cg22055815,-0.058745201,0.062316087,-0.121061288
cg10644544,0.022649922,0.143558624,-0.120908702
cg23732368,0.001808417,0.122340898,-0.120532481
cg26625629,0.347329853,0.467421689,-0.120091836
cg11854154,-0.007161467,0.112745169,-0.119906636
cg12062099,0.036431215,0.156020229,-0.119589014
cg19478951,0.016918683,0.136462498,-0.119543815
cg04445512,0.037485295,0.156930703,-0.119445408
cg19535896,0.060373942,0.179627159,-0.119253217
cg12907379,0.181352287,0.300177859,-0.118825572
cg08762424,-0.056516887,0.062259462,-0.118776349
cg15461888,0.00160232,0.120222757,-0.118620437
cg18578405,0.024249989,0.142719029,-0.11846904
cg11550547,0.096343009,0.214736896,-0.118393887
cg01431908,0.007632549,0.125957216,-0.118324667
cg18005901,0.007844001,0.126097617,-0.118253616
cg15790037,0.114768989,0.232952627,-0.118183638
cg23913421,0.039651998,0.157787209,-0.118135211
cg11187796,0.073710886,0.191820269,-0.118109383
cg10929921,0.028020493,0.145995704,-0.117975211
cg16005540,0.100603279,0.218291285,-0.117688006
cg10051615,0.057060972,0.174690829,-0.117629857
cg03156904,0.022344404,0.139785973,-0.117441569
cg15900444,0.018043552,0.135469543,-0.117425991
cg24814784,0.025794252,0.143121472,-0.11732722
cg24734586,0.140614249,0.257633484,-0.117019235
cg20265748,0.041806366,0.158652357,-0.116845991
cg20159072,0.002625435,0.119446171,-0.116820736
cg12685539,-0.029942129,0.086851867,-0.116793996
cg15437053,0.031481114,0.148271819,-0.116790705
cg08726298,0.109976366,0.226731969,-0.116755603
cg07589773,0.372108439,0.488852111,-0.116743672
cg09645888,0.056529284,0.173252263,-0.116722979
cg11270393,0.113251679,0.229783713,-0.116532034
cg17250082,-0.133988664,-0.017489754,-0.11649891
cg03764585,0.035572004,0.151955282,-0.116383278
cg10108372,0.065850808,0.181974917,-0.116124109
cg12318400,-0.00054732,0.115462732,-0.116010052
cg03057083,0.045310907,0.161080016,-0.115769109
cg19962116,0.004980973,0.120629679,-0.115648706
cg16762841,0.147361832,0.262879102,-0.11551727
cg04734286,0.035931514,0.15128008,-0.115348566
cg02067846,0.102138749,0.216907262,-0.114768513
cg17987176,0.081038733,0.19579597,-0.114757237
cg17217059,0.016864656,0.131480816,-0.11461616
cg20744437,0.021695685,0.136188231,-0.114492546
cg01988129,0.010792817,0.125216073,-0.114423256
cg02033258,0.009431873,0.123731948,-0.114300075
cg00030466,-0.157389276,-0.043140478,-0.114248798
cg26149244,0.22328515,0.337326283,-0.114041133
cg07315993,0.005130924,0.119094371,-0.113963447
cg09526912,0.035578765,0.149541974,-0.113963209
cg16727923,0.146848784,0.260678999,-0.113830215
cg27260772,0.453891816,0.567654452,-0.113762636
cg10638657,0.053621065,0.167341021,-0.113719956
cg12276123,0.0744557,0.188035376,-0.113579676
cg22577136,0.062847038,0.17635788,-0.113510842
cg17985646,0.334500854,0.447807184,-0.11330633
cg01663768,0.030569664,0.143834906,-0.113265242
cg07185974,0.038255547,0.151463769,-0.113208222
cg07042827,0.037016584,0.150130167,-0.113113583
cg03905413,0.028233328,0.141145876,-0.112912548
cg01382100,0.02037814,0.133286153,-0.112908013
cg02982793,0.071058387,0.183839618,-0.112781231
cg21739658,0.083715433,0.196453037,-0.112737604
cg22117893,-0.094455058,0.018173801,-0.112628859
cg13678973,0.069752329,0.182131915,-0.112379586
cg13434989,0.026485475,0.138701532,-0.112216057
cg10143067,0.110174685,0.222302514,-0.112127829
cg15732851,0.455396684,0.567486856,-0.112090172
cg19075377,-0.108366006,0.003604576,-0.111970582
cg06847146,0.049294231,0.161255257,-0.111961026
cg26988895,0.041834824,0.153760908,-0.111926084
cg26484813,0.05009741,0.161935144,-0.111837734
cg18782604,0.234187266,0.345930856,-0.11174359
cg14945790,-0.045456764,0.066183287,-0.111640051
cg13210580,0.120658217,0.232225949,-0.111567732
cg04772683,0.327125913,0.438635516,-0.111509603
cg19778003,0.066622738,0.178048408,-0.11142567
cg11982736,0.06680135,0.178162252,-0.111360902
cg14032572,0.058816991,0.170140165,-0.111323174
cg05525106,0.014630482,0.125890126,-0.111259644
cg00021256,0.101365477,0.212478233,-0.111112756
cg10852861,0.050150014,0.161063012,-0.110912998
cg24887140,0.03455421,0.145446505,-0.110892295
cg00282249,0.036343347,0.147105834,-0.110762487
cg14897833,0.009896995,0.1206453,-0.110748305
cg23461800,0.06222694,0.17295798,-0.11073104
cg13441378,0.036413849,0.147070613,-0.110656764
cg14707006,0.089398303,0.199995944,-0.110597641
cg24804179,0.07369718,0.184182587,-0.110485407
cg12407459,0.002581169,0.112964182,-0.110383013
cg22606873,-0.160803462,-0.050537487,-0.110265975
cg26672688,0.109992748,0.220140547,-0.110147799
cg24075738,0.050503628,0.160613473,-0.110109845
cg10894441,0.021254949,0.131344215,-0.110089266
cg23882545,0.088349478,0.198358591,-0.110009113
cg05823218,0.147909055,0.257896767,-0.109987712
cg17371081,0.110497146,0.220462457,-0.109965311
cg01191114,0.000479236,0.110311349,-0.109832113
cg16614613,0.047161389,0.156690541,-0.109529152
cg25982743,0.012048175,0.121297345,-0.10924917
cg26371771,0.024097345,0.133093543,-0.108996198
cg03723510,-0.013692314,0.095294124,-0.108986438
cg27189087,0.183769679,0.292580899,-0.10881122
cg20936013,0.074987714,0.183713719,-0.108726005
cg00021558,0.082240277,0.190938121,-0.108697844
cg12810084,-0.039749955,0.068900952,-0.108650907
cg02508881,-0.041315724,0.067305948,-0.108621672
cg26886972,0.076107773,0.184708958,-0.108601185
cg11868900,-0.000228351,0.108140559,-0.10836891
cg26437825,0.002217585,0.110585956,-0.108368371
cg02503981,0.103527429,0.211893075,-0.108365646
cg26551843,0.007427872,0.115713129,-0.108285257
cg00840332,0.320534607,0.428536909,-0.108002302
cg19430897,0.031374722,0.139349226,-0.107974504
cg15642759,0.069913657,0.17788149,-0.107967833
cg26111575,0.170260467,0.278139493,-0.107879026
cg27148952,0.017924975,0.125767658,-0.107842683
cg26542283,-0.009206823,0.098596037,-0.10780286
cg12505146,0.029406579,0.137207365,-0.107800786
cg11054631,0.050306099,0.157971183,-0.107665084
cg21262776,-0.11701836,-0.009467712,-0.107550648
cg24194775,0.059925297,0.167419647,-0.10749435
cg09150450,0.036578753,0.144045636,-0.107466883
cg21573047,0.002190685,0.109574806,-0.107384121
cg22588307,0.05636108,0.163735316,-0.107374236
cg11479811,0.076612187,0.18395762,-0.107345433
cg06509239,0.01440397,0.121604694,-0.107200724
cg13533340,0.016404796,0.123556617,-0.107151821
cg02221866,0.057556603,0.164563189,-0.107006586
cg19030579,0.225390539,0.33237439,-0.106983851
cg05928362,0.162777018,0.269688854,-0.106911836
cg22572159,0.084095234,0.190862249,-0.106767015
cg26191576,0.074967479,0.181663102,-0.106695623
cg13194994,0.065793647,0.172378757,-0.10658511
cg00810956,0.129950764,0.236411061,-0.106460297
cg17188384,0.066908558,0.173327414,-0.106418856
cg21330896,0.01613988,0.12246715,-0.10632727
cg01696226,0.092201971,0.198485531,-0.10628356
cg15141467,0.07284702,0.179048203,-0.106201183
cg25458630,0.068631462,0.174784178,-0.106152716
cg03072621,0.112905392,0.219049749,-0.106144357
cg14478460,-0.155074174,-0.048930974,-0.1061432
cg24167314,0.430166083,0.536307528,-0.106141445
cg02819347,0.008867836,0.114913003,-0.106045167
cg06598332,0.050166501,0.156156539,-0.105990038
cg22191510,0.031739516,0.137712742,-0.105973226
cg21868774,0.029990379,0.135552481,-0.105562102
cg10543982,0.109076058,0.214616114,-0.105540056
cg05019826,0.054831547,0.160361914,-0.105530367
cg14235783,-0.013561242,0.091945588,-0.10550683
cg14324370,-0.000328424,0.105148916,-0.10547734
cg17926940,0.195039851,0.300345895,-0.105306044
cg16054865,0.107868197,0.213152836,-0.105284639
cg24568579,0.061613755,0.166857092,-0.105243337
cg16575104,0.003195808,0.108367787,-0.105171979
cg24083469,0.111122408,0.216195803,-0.105073395
cg24924936,0.0295182,0.134590508,-0.105072308
cg19738463,0.064578032,0.169630155,-0.105052123
cg23057706,0.05836407,0.163405199,-0.105041129
cg04324276,0.153756311,0.258759659,-0.105003348
cg15825916,-0.042496823,0.062505853,-0.105002676
cg05673098,0.297901105,0.402890135,-0.10498903
cg02034887,0.060844587,0.165787222,-0.104942635
cg27626299,0.026577447,0.131183277,-0.10460583
cg13801271,-0.028882585,0.075694234,-0.104576819
cg11642681,0.041754886,0.146275249,-0.104520363
cg05825073,0.125155551,0.229606324,-0.104450773
cg16478719,0.190307458,0.294747909,-0.104440451
cg08687825,0.011278681,0.115696594,-0.104417913
cg22524657,0.528632775,0.632959728,-0.104326953
cg07638105,0.039177298,0.143423528,-0.10424623
cg17416280,0.016550064,0.120755982,-0.104205918
cg24227728,0.106870434,0.211016094,-0.10414566
cg26090652,0.024392026,0.128481639,-0.104089613
cg26620959,0.00904809,0.113065211,-0.104017121
cg20874827,0.072378017,0.176387381,-0.104009364
cg00853042,0.03814641,0.142043372,-0.103896962
cg16303918,0.052472861,0.156354496,-0.103881635
cg00674896,0.102539028,0.206300395,-0.103761367
cg16890428,0.143414676,0.247164341,-0.103749665
cg20737185,0.071289243,0.174911622,-0.103622379
cg15297724,0.030167886,0.133766723,-0.103598837
cg04541474,0.071931906,0.175466999,-0.103535093
cg13635007,0.076419072,0.179933862,-0.10351479
cg18109874,0.075672419,0.179184315,-0.103511896
cg22187354,0.080455707,0.183813349,-0.103357642
cg07882836,0.156465852,0.259809562,-0.10334371
cg26244616,-0.070045467,0.033269706,-0.103315173
cg17608490,-0.004324843,0.098917005,-0.103241848
cg02511231,0.048014049,0.151252728,-0.103238679
cg10830145,0.098559111,0.201753229,-0.103194118
cg00723271,0.033438728,0.136628582,-0.103189854
cg17379886,0.016416778,0.119587502,-0.103170724
cg02609127,0.042842621,0.145988734,-0.103146113
cg15497761,0.110149975,0.213259342,-0.103109367
cg03752218,0.094947517,0.197985709,-0.103038192
cg15002294,0.078800801,0.181636289,-0.102835488
cg25457956,0.106707637,0.209481728,-0.102774091
cg13060997,0.225159666,0.327658095,-0.102498429
cg08832906,0.420837547,0.523335208,-0.102497661
cg12595016,0.063686694,0.166175051,-0.102488357
cg04933990,0.088136764,0.1906212,-0.102484436
cg14294859,0.163980405,0.266381224,-0.102400819
cg07931411,0.193984521,0.296295973,-0.102311452
cg04539503,0.124341911,0.226649226,-0.102307315
cg03229780,0.222905871,0.32499706,-0.102091189
cg24638253,0.053120202,0.155201916,-0.102081714
cg23054426,0.071450858,0.173531847,-0.102080989
cg05832051,0.077277223,0.179071747,-0.101794524
cg27141751,-0.016268574,0.085420796,-0.10168937
cg01509464,0.077637968,0.179189188,-0.10155122
cg00865724,0.022388224,0.123900326,-0.101512102
cg03294619,0.165909605,0.267401155,-0.10149155
cg26870460,0.214101862,0.315582968,-0.101481106
cg08944236,0.077888618,0.179345453,-0.101456835
cg07323648,0.222369484,0.32377638,-0.101406896
cg04721582,0.037666615,0.139031252,-0.101364637
cg23613857,0.028462089,0.129805495,-0.101343406
cg10396546,0.137396373,0.238705358,-0.101308985
cg12410692,-0.009948354,0.091347816,-0.10129617
cg03669949,-0.111844707,-0.010613041,-0.101231666
cg00181061,-0.113862622,-0.012651642,-0.10121098
cg10160397,0.082059533,0.183224331,-0.101164798
cg09461185,0.103520489,0.204662022,-0.101141533
cg12613618,-0.000732884,0.100404281,-0.101137165
cg13314145,0.041568641,0.14253575,-0.100967109
cg02213139,0.014582961,0.115427672,-0.100844711
cg08879470,0.450320662,0.551116816,-0.100796154
cg02976309,0.06486363,0.165643125,-0.100779495
cg24794857,0.022704784,0.123483628,-0.100778844
cg11965976,0.083157514,0.1839339,-0.100776386
cg18424091,0.058280028,0.158947418,-0.10066739
cg12045875,-0.014164115,0.086448207,-0.100612322
cg06170300,0.107491173,0.20800737,-0.100516197
cg08958015,0.086958302,0.187457322,-0.10049902
cg27103296,0.095073516,0.195521432,-0.100447916
cg07916589,0.223916941,0.324342431,-0.10042549
cg02077276,0.032271097,0.132638584,-0.100367487
cg04902286,0.146624742,0.246903103,-0.100278361
cg05414338,0.11136598,0.211616814,-0.100250834
cg08926056,0.107571236,0.20781561,-0.100244374
cg02458088,-0.105123843,-0.004953735,-0.100170108
cg00158254,0.038342852,0.138457932,-0.10011508
cg26996175,-0.014245059,0.085823159,-0.100068218
cg10782875,0.048582216,0.148438881,-0.099856665
cg14021073,0.118298064,0.218115188,-0.099817124
cg26993198,0.113463642,0.212965769,-0.099502127
cg07789132,0.006829714,0.106299603,-0.099469889
cg22735222,0.400733157,0.500193693,-0.099460536
cg15736169,0.070885221,0.170193924,-0.099308703
cg00081975,0.024830251,0.124078354,-0.099248103
cg09504482,-0.003751096,0.095424804,-0.0991759
cg11454719,0.046387326,0.145537441,-0.099150115
cg24727399,0.153136101,0.252255639,-0.099119538
cg01872216,0.03388523,0.132825159,-0.098939929
cg07398839,0.092359893,0.191292401,-0.098932508
cg08248181,0.050310468,0.149227831,-0.098917363
cg01968493,0.105678247,0.204580129,-0.098901882
cg01310019,0.005383553,0.104279892,-0.098896339
cg12825070,0.03668176,0.135543266,-0.098861506
cg10334416,-0.200278622,-0.101483879,-0.098794743
cg27428304,0.109002004,0.207757161,-0.098755157
cg00452257,0.134083845,0.232709829,-0.098625984
cg17480467,0.076998077,0.175575167,-0.09857709
cg00579859,0.122446871,0.220963055,-0.098516184
cg14770958,0.08020948,0.178702049,-0.098492569
cg14595003,0.129405503,0.227865985,-0.098460482
cg11640378,0.017944621,0.116281687,-0.098337066
cg14491820,0.107809425,0.206009276,-0.098199851
cg25425140,0.018801214,0.116975942,-0.098174728
cg11144056,0.01744,0.115610753,-0.098170753
cg13376404,0.057880173,0.156049616,-0.098169443
cg14654533,-0.010470463,0.087617454,-0.098087917
cg06312254,0.145875221,0.243960127,-0.098084906
cg24625136,0.237349994,0.335426654,-0.09807666
cg18467168,0.038056415,0.136037522,-0.097981107
cg05889234,0.090735855,0.18870889,-0.097973035
cg02570079,0.151860363,0.24981626,-0.097955897
cg03018796,0.047036315,0.14476651,-0.097730195
cg03736795,0.175820064,0.273503558,-0.097683494
cg08143192,-0.109950066,-0.01240838,-0.097541686
cg11014373,0.109346812,0.206749714,-0.097402902
cg05337743,0.001732748,0.099119087,-0.097386339
cg07721822,0.041945778,0.139287387,-0.097341609
cg25387624,0.164107009,0.261360509,-0.0972535
cg23930334,0.198607267,0.295833874,-0.097226607
cg05593349,0.003955068,0.100987299,-0.097032231
cg05882699,0.163279255,0.260214465,-0.09693521
cg00474723,0.037579351,0.134416131,-0.09683678
cg19158549,-0.158835602,-0.062046427,-0.096789175
cg13189235,0.015732428,0.11245772,-0.096725292
cg16626809,0.003387781,0.10007024,-0.096682459
cg02398663,0.000521319,0.097185074,-0.096663755
cg14749465,0.070435191,0.166938458,-0.096503267
cg16289210,0.032873755,0.129273101,-0.096399346
cg02925367,0.101760388,0.198142284,-0.096381896
cg21905139,0.147529766,0.243896693,-0.096366927
cg14393114,0.177074149,0.273438605,-0.096364456
cg19650157,0.061463112,0.157797543,-0.096334431
cg09409539,0.031736444,0.128044127,-0.096307683
cg07244253,0.078428786,0.174735999,-0.096307213
cg04998420,0.058658021,0.154957969,-0.096299948
cg27277463,0.251656265,0.347911713,-0.096255448
cg21170041,0.039691797,0.13586893,-0.096177133
cg13403724,0.018931047,0.115081647,-0.0961506
cg11017065,0.122952194,0.219057522,-0.096105328
cg24214152,0.107667188,0.203758253,-0.096091065
cg24390913,0.209165824,0.305253486,-0.096087662
cg20276377,0.296496205,0.392580239,-0.096084034
cg25363885,0.03884609,0.1349274,-0.09608131
cg12629103,-0.028041756,0.067955418,-0.095997174
cg22695711,-0.108966216,-0.013054818,-0.095911398
cg10016380,0.026154287,0.122048759,-0.095894472
cg04959815,0.082490261,0.17830308,-0.095812819
cg16473511,0.028289401,0.124041003,-0.095751602
cg09727277,0.134956991,0.2307055,-0.095748509
cg15386964,0.114232361,0.209963936,-0.095731575
cg16713743,0.126721231,0.222450502,-0.095729271
cg13476077,0.006100085,0.10178227,-0.095682185
cg06945523,0.310534025,0.406170599,-0.095636574
cg22346032,-0.072359478,0.023248773,-0.095608251
cg11186405,0.053049224,0.14865029,-0.095601066
cg14049295,0.084325232,0.179901128,-0.095575896
cg12147489,0.002641641,0.098216452,-0.095574811
cg00788461,0.128850715,0.224393993,-0.095543278
cg12100721,0.077134192,0.172660519,-0.095526327
cg08080334,0.092398861,0.187896232,-0.095497371
cg12829717,0.023329488,0.118798669,-0.095469181
cg08074534,0.106819501,0.202255949,-0.095436448
cg14785609,0.070825155,0.166253473,-0.095428318
cg24068372,0.061202183,0.156627877,-0.095425694
cg27387030,0.025541619,0.120877424,-0.095335805
cg02226645,0.048529759,0.143827567,-0.095297808
cg08315202,0.131171775,0.226442808,-0.095271033
cg13393476,0.01050866,0.105771266,-0.095262606
cg10795666,0.048459544,0.143661687,-0.095202143
cg03041696,0.141995819,0.237163914,-0.095168095
cg25188398,-0.126832647,-0.031701779,-0.095130868
cg18768414,0.088189218,0.183300208,-0.09511099
cg27230697,0.04273862,0.137832379,-0.095093759
cg03495195,0.050139885,0.145168726,-0.095028841
cg09592121,-0.055439557,0.039553478,-0.094993035
cg21448057,0.16696799,0.26195053,-0.09498254
cg02675946,0.126913914,0.221869655,-0.094955741
cg14651446,0.160449289,0.255355274,-0.094905985
cg21459053,0.059503541,0.154387542,-0.094884001
cg13072625,0.143610127,0.238418064,-0.094807937
cg20518446,0.062574916,0.157324818,-0.094749902
cg06521673,0.024358894,0.11908924,-0.094730346
cg15611279,0.133263078,0.227972964,-0.094709886
cg26012941,-0.004216448,0.09047386,-0.094690308
cg06464008,0.112223133,0.206867809,-0.094644676
cg25609507,0.15238047,0.246924258,-0.094543788
cg08217716,0.023790805,0.118318592,-0.094527787
cg04615639,0.168936589,0.263402609,-0.09446602
cg13267264,0.287957351,0.3824054,-0.094448049
cg13462219,0.10415485,0.198579459,-0.094424609
cg00422120,0.076080098,0.170501171,-0.094421073
cg14172603,0.125945968,0.220365647,-0.094419679
cg01346596,-0.164870798,-0.070495037,-0.094375761
cg17362861,0.033403387,0.127718848,-0.094315461
cg04970570,0.169825423,0.264134386,-0.094308963
cg03308628,0.152839474,0.24711491,-0.094275436
cg04460771,0.103046457,0.197285679,-0.094239222
cg03553947,-0.136033331,-0.041939157,-0.094094174
cg08350814,0.450328259,0.544419452,-0.094091193
cg06811467,0.114950452,0.208980175,-0.094029723
cg05684406,0.168414849,0.262440522,-0.094025673
cg27285197,-0.10141949,-0.00741347,-0.09400602
cg27256066,-0.050784772,0.043209778,-0.09399455
cg00165862,-0.001018096,0.092958626,-0.093976722
cg26123920,0.049303414,0.143239566,-0.093936152
cg14548259,0.13130087,0.225187897,-0.093887027
cg10099799,0.001824699,0.09566221,-0.093837511
cg22847228,0.166201303,0.260002534,-0.093801231
cg07003920,0.112754063,0.206550152,-0.093796089
cg18938204,0.059263964,0.152987553,-0.093723589
cg05138191,-0.148821981,-0.055150543,-0.093671438
cg26647265,0.045024342,0.138629783,-0.093605441
cg10834205,0.15126381,0.244789417,-0.093525607
cg04879750,-0.054573867,0.038942363,-0.09351623
cg03722052,0.055772786,0.149201729,-0.093428943
cg16232183,0.273513804,0.366922233,-0.093408429
cg23924887,0.107441616,0.200840146,-0.09339853
cg04726784,0.174528421,0.267894361,-0.09336594
cg08406102,0.130664807,0.224010368,-0.093345561
cg12452298,0.113593945,0.206936119,-0.093342174
cg24631913,0.156225409,0.249526396,-0.093300987
cg05280133,0.078135612,0.17143234,-0.093296728
cg09231862,0.187352727,0.280620602,-0.093267875
cg05372242,0.197332708,0.290599328,-0.09326662
cg18944451,0.275275706,0.368542326,-0.09326662
cg07500707,0.066358346,0.159554654,-0.093196308
cg16753409,0.07699945,0.170174618,-0.093175168
cg11645318,-0.120112933,-0.027019366,-0.093093567
cg17400476,0.027585492,0.12058452,-0.092999028
cg09341793,0.223872093,0.316860164,-0.092988071
cg10643982,-0.003970406,0.088927649,-0.092898055
cg25537993,0.036231149,0.12903004,-0.092798891
cg08692175,0.066353396,0.159126396,-0.092773
cg26730369,0.057186201,0.149947887,-0.092761686
cg08768421,0.053774442,0.14653079,-0.092756348
cg18369516,0.039177856,0.13190928,-0.092731424
cg19706817,0.09112443,0.183793867,-0.092669437
cg10716835,0.011453251,0.104084638,-0.092631387
cg05249026,0.032951263,0.125577418,-0.092626155
cg24068708,0.098262168,0.190817065,-0.092554897
cg09477407,0.165208458,0.257752664,-0.092544206
cg11631158,0.041874592,0.134400474,-0.092525882
cg20119464,0.09685571,0.189375823,-0.092520113
cg05310764,0.159133518,0.251632816,-0.092499298
cg15235798,0.17072909,0.263204554,-0.092475464
cg24988255,-0.017648723,0.07479748,-0.092446203
cg10578777,-0.122630928,-0.030239291,-0.092391637
cg16791619,0.224582986,0.316966523,-0.092383537
cg15563963,0.052497894,0.144869939,-0.092372045
