CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta
cg15987975,-0.0042110593885408,0.0322176958669726,-2.93332235942369,0.0034920602376054,0.0083888746475439,-3.63406540642717,0.0360500628644576,0.0318390034759168,-0.0042110593885408,2,219135380,R,II,AAMP,TSS1500,island,TSS1500-island,chr2:219134787-219135393,,,,,,-0.0024591028424797
cg18673409,-0.081639760183338,0.28814018682612,-7.21901668106574,1.7318062036046698e-12,1.36881348157887e-11,17.0103470893522,0.362438241956999,0.280798481773661,-0.0816397601833379,17,74448160,R,II,AANAT,TSS1500,shore,TSS1500-shore,chr17:74448388-74449424,,,,,,-0.0834379577987383
cg07837642,-0.0054705273086203,0.010243046660011,-3.39028729709093,0.000747830875621,0.0020585184353773,-2.21429307914046,0.0152216200739712,0.0097510927653508,-0.0054705273086203,16,70323574,R,II,AARS,TSS200,shore,TSS200-shore,chr16:70323127-70323489,,,,,,0.0015158655773499
cg00910127,-0.167987402964742,0.265386499635767,-10.3944239397734,3.0382961727999e-23,7.29248170218643e-22,41.472133745158,0.418267121758355,0.250279718793614,-0.167987402964741,6,44281749,F,II,AARS2,TSS1500,shore,TSS1500-shore,chr6:44280719-44281198,,,,,,-0.1984718258452548
cg22501899,-0.0106753762696254,0.0490636982710577,-3.73174283831305,0.000209742017611,0.0006381708431897,-1.02506329008731,0.0587790586890981,0.0481036824194727,-0.0106753762696254,17,41133082,R,I,AARSD1,TSS1500,island,TSS1500-island,chr17:41132462-41133367,,,,rs1708875,,-0.0108928500316457
cg13939352,-0.0096329118520604,0.0720400423753424,-3.95509519730449,8.64117218630176e-05,0.0002805481926513,-0.188536483599941,0.0808066851759586,0.0711737733238982,-0.0096329118520604,4,57253710,F,I,AASDH,TSS200,island,TSS200-island,chr4:57253468-57253745,,,high-CpG:56948422-56948493,,,-0.0111122723894812
cg06017917,-0.0132012065292852,0.0490482630387303,-5.41656108443492,9.06316098941604e-08,4.40705530784865e-07,6.3959956821251,0.0610623107074683,0.0478611041781831,-0.0132012065292852,7,121784369,R,II,AASS,TSS200,island,TSS200-island,chr7:121783946-121784663,,,,,,-0.0085678136174921
cg11262262,0.0515771850423942,0.207136713663652,2.98093002657969,0.0029997106732722,0.0073130984028459,-3.49540539559338,0.160197764686222,0.211774949728616,0.0515771850423943,17,35305366,R,II,AATF,TSS1500,shore,TSS1500-shore,chr17:35305758-35306757,,True,,,,0.0248749859951366
cg09142578,0.287856642466034,0.497992181478956,11.677492367717,2.51895564652831e-28,1.20167855567104e-26,53.0808710183729,0.236021927723896,0.52387857018993,0.287856642466034,17,79140486,R,I,AATK,TSS1500,shore,TSS1500-shore,chr17:79139501-79140028,,,,,,0.3139935777851038
cg05075996,0.0065766635406144,0.949437388607354,3.15972450799646,0.0016651916011579,0.004282788913235,-2.95538306877661,0.943452151644132,0.950028815184747,0.0065766635406152,16,8767033,R,II,ABAT,TSS1500,shore,TSS1500-shore,chr16:8768256-8768619,,,,,,0.0073378563816716
cg14019050,0.10696979252367,0.746889838501319,8.04054331560443,5.4250480480861e-15,5.44974686496724e-14,22.6839509989529,0.649539631636253,0.756509424159923,0.106969792523669,9,107690770,F,II,ABCA1,TSS1500,island,TSS1500-island,chr9:107689847-107690798,,,,,,0.0985388930744579
cg16937333,-0.004082309357358,0.0293396734723896,-2.4449267397954,0.014797981916015,0.0306229841838258,-4.93097867991689,0.0330548686789061,0.0289725593215481,-0.004082309357358,4,468201,R,II,ABCA11P,TSS1500,shore,TSS1500-shore,chr4:467471-467839,,,,,,-0.003206844336154
cg02882733,0.006481665897371,0.0580879049832715,3.47613112073964,0.0005485002978652,0.0015501408888368,-1.92557589470472,0.0521891227097648,0.0586707886071358,0.006481665897371,16,2390368,R,I,ABCA17P,TSS1500,island,TSS1500-island,chr16:2389706-2392164,,,,,,0.0051541465893526
cg13806966,-0.192524529959094,0.446687261666972,-9.74524718658506,8.05372895533894e-21,1.46966099226003e-19,35.9442200268747,0.621898434615356,0.429373904656262,-0.192524529959093,9,139923567,R,II,ABCA2,TSS1500,shore,TSS1500-shore,chr9:139925243-139925996,,,,,rs75768719,-0.2139226355867024
cg09360041,-0.0439835783774115,0.902600938140655,-3.92472390434117,9.77348681400341e-05,0.0003146954625938,-0.304991279946313,0.942629158750313,0.898645580372902,-0.0439835783774108,1,94587905,F,II,ABCA4,TSS1500,opensea,TSS1500-opensea,,,,,rs11803374,,-0.0221051317241558
cg10187674,0.0768694448796579,0.217698856728881,3.60941730934713,0.0003346431948273,0.0009832737910433,-1.46361624014834,0.147742131712501,0.224611576592159,0.0768694448796581,17,67323922,F,II,ABCA5,TSS1500,shore,TSS1500-shore,chr17:67322709-67323837,,,,,,0.0395795444276304
cg21590311,0.0040547911827127,0.0352162362812573,2.70153968247738,0.0071129076363197,0.015931932300869,-4.27816290452138,0.0315260845933928,0.0355808757761056,0.0040547911827127,19,1040077,R,II,ABCA7,TSS200,island,TSS200-island,chr19:1039764-1040254,,,,,,0.0061489984753831
cg01517431,0.0483065416176117,0.811109307181126,2.83829267612828,0.0047015215643294,0.0109730559784386,-3.90436871099193,0.767146879018334,0.815453420635947,0.0483065416176129,17,67057775,R,II,ABCA9,TSS1500,opensea,TSS1500-opensea,,,,,,,0.0773515507653246
cg18313106,-0.0108759048679571,0.0929463528788601,-2.34986799002066,0.0191293434536077,0.0384682039254454,-5.1566378895017,0.1028442087479,0.091968303879943,-0.0108759048679572,1,229694614,F,I,ABCB10,TSS200,island,TSS200-island,chr1:229693772-229695074,,,high-CpG:227761038-227761387,,,-0.0169030251315699
cg21346679,-0.121526493367702,0.755605063299866,-5.9724952592096,4.17479490614696e-09,2.34824801170255e-08,9.38784201366722,0.866202915177666,0.744676421809965,-0.121526493367701,2,169888373,F,II,ABCB11,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.102407318908232
cg23688817,0.247332567676731,0.373861844542743,10.5687628309916,6.5199242967027505e-24,1.6962850069440198e-22,42.9978647404934,0.148771414247013,0.396103981923744,0.247332567676731,7,87105293,F,II,ABCB4,TSS1500,island,TSS1500-island,chr7:87104723-87105305,,,,,,0.2759599711080424
cg20966504,0.02478392040486,0.929097281446563,2.44036334649125,0.0149841966056665,0.0309623521620681,-4.94201187115579,0.906542130862284,0.931326051267144,0.0247839204048608,7,20654932,R,II,ABCB5,TSS1500,opensea,TSS1500-opensea,,,,,,,0.0109283487831505
cg26544277,-0.0048557625305788,0.029914522569909,-2.81557167204047,0.0050420574292388,0.0116864262356867,-3.967716128612,0.0343336158081696,0.0294778532775908,-0.0048557625305788,2,220083865,R,I,ABCB6,TSS200,island,TSS200-island,chr2:220082991-220084012,,,,,,-0.0045822509539447
cg11933232,-0.0117818120103115,0.0943657000506829,-3.06208763792737,0.0023044450734226,0.0057578985883065,-3.25404834054795,0.105087996592441,0.0933061845821297,-0.0117818120103113,12,123451206,F,II,ABCB9,TSS200,island,TSS200-island,chr12:123450868-123451207,,,,,,-0.0047125877905535
cg17199483,-0.0287312500242528,0.508738736678698,-2.32244586648498,0.0205696659939996,0.0410150706914567,-5.22010525279149,0.534886241197172,0.50615499117292,-0.0287312500242523,16,16042767,R,II,ABCC1,TSS1500,shore,TSS1500-shore,chr16:16043218-16043927,,,,,,-0.035380280218488
cg25545088,0.0715434832863601,0.681777379012001,5.4010670244782,9.83925107890623e-08,4.76441249524779e-07,6.31635534932889,0.616667662208227,0.688211145494587,0.0715434832863598,6,43398446,R,II,ABCC10,TSS1500,shelf,TSS1500-shelf,chr6:43395188-43395894,,,,,,0.0777485475949614
cg04388863,-0.139416347107392,0.37903753749357,-7.96478634284985,9.41954006355003e-15,9.248076803611461e-14,22.1402352078087,0.505916443314326,0.366500096206934,-0.139416347107392,16,48269349,R,II,ABCC11,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.137140802155393
cg00826767,-0.0996174962884745,0.740484896108542,-5.89095904263636,6.660035950570571e-09,3.66371121364041e-08,8.9328485812862,0.831143984457405,0.731526488168931,-0.0996174962884744,10,101541852,F,II,ABCC2,TSS1500,opensea,TSS1500-opensea,,,,,rs17216135,,-0.1317450920784829
cg05599550,0.184709346472419,0.239466203940876,7.39798371695343,5.14021956531758e-13,4.26919882897011e-12,18.2039036276993,0.0713674102087825,0.256076756681202,0.184709346472419,17,48711902,F,II,ABCC3,TSS1500,shore,TSS1500-shore,chr17:48712050-48712705,True,,,,,0.1861680359916436
cg03449387,-0.0103438428058091,0.0331619600919893,-4.57055148564246,6.0004714242347e-06,2.31612102001151e-05,2.35255147882777,0.0425756012066286,0.0322317584008194,-0.0103438428058092,3,183736084,R,I,ABCC5,TSS1500,island,TSS1500-island,chr3:183735183-183736103,,,,,,-0.0107838252409629
cg06289735,-0.0582016491684041,0.839642303392331,-3.4644650267491,0.0005723181160199,0.0016117627358951,-1.96521834862684,0.892609991304584,0.83440834213618,-0.0582016491684041,16,18581380,R,II,ABCC6P1,TSS1500,shore,TSS1500-shore,chr16:18582324-18582652,,,,,,-0.0592715639136781
cg15683950,0.193387488333522,0.683452588644546,9.84500194927415,3.47134934105624e-21,6.59165646503162e-20,36.7775259404238,0.507456061492097,0.700843549825618,0.193387488333521,11,17498952,R,II,ABCC8,TSS1500,shore,TSS1500-shore,chr11:17497463-17498626,,,,,,0.2117751680826709
cg25747468,-0.0613998575210164,0.821761567737009,-3.03477886864065,0.0025198809280017,0.0062446350645805,-3.3359628522169,0.87763985533707,0.816239997816054,-0.0613998575210163,12,22090296,F,II,ABCC9,TSS1500,shelf,TSS1500-shelf,chr12:22093954-22095357,,,,,,-0.0397432994839092
cg18019088,0.0245609685820399,0.933160599551214,4.89577971343484,1.28565744313891e-06,5.43139053347042e-06,3.83273952699088,0.910808351165401,0.935369319747441,0.0245609685820399,1,94882585,R,II,ABCD3,TSS1500,shore,TSS1500-shore,chr1:94883525-94884402,,,,,,0.0278462384143702
cg26283371,-0.0046734232427165,0.0386848180914481,-2.47258728233174,0.0137124108295238,0.0286225511055011,-4.86367050098526,0.0429379694598197,0.0382645462171031,-0.0046734232427166,4,146019093,F,II,ABCE1,TSS200,shore,TSS200-shore,chr4:146019163-146019826,,,,,,-0.0060222597678524
cg03020891,-0.0684171957427825,0.41793400710469,-4.10126320883773,4.72425583259964e-05,0.0001600166261966,0.383771117138205,0.480198577331035,0.411781381588253,-0.0684171957427823,6,30538179,F,II,ABCF1,TSS1500,shore,TSS1500-shore,chr6:30538983-30539487,,,,rs9501023,,-0.0602463069307624
cg02148324,-0.108593419091902,0.313315006672507,-7.75785276827702,4.16568349247022e-14,3.84265737754643e-13,20.6759910427255,0.412142830522331,0.303549411430429,-0.108593419091902,7,150925493,F,II,ABCF2,TSS1500,shore,TSS1500-shore,chr7:150923880-150924536,,,,,,-0.0990845989052439
cg20214535,0.119167830901666,0.762193812759307,9.25437921946502,4.64168937740485e-19,6.99778292949664e-18,31.9324814801614,0.653742513413547,0.772910344315212,0.119167830901665,21,43619310,R,II,ABCG1,TSS1500,opensea,TSS1500-opensea,,,True,,,,0.1294002696031321
cg11000292,0.0662030708773438,0.103506377555461,3.208365721693,0.0014119177169577,0.0036833125629852,-2.80321813981129,0.0432568202462237,0.109459891123568,0.0662030708773439,4,89080321,F,II,ABCG2,TSS1500,island,TSS1500-island,chr4:89079756-89080454,True,,,rs2231134,,0.023320416805933
cg03222066,0.103270847339782,0.761502161698466,9.02958376572864,2.82761408951858e-18,3.93083496617891e-17,30.145886567058,0.667518261061903,0.770789108401684,0.103270847339781,11,119019384,R,II,ABCG4,TSS1500,shore,TSS1500-shore,chr11:119019643-119020887,,,,,,0.1082872493076026
cg00760272,0.0091707531872149,0.958309075517338,3.1871694973587,0.0015175581547465,0.0039339665775917,-2.86980205751665,0.949963030350556,0.959133783537771,0.0091707531872145,2,44067042,R,II,ABCG5,TSS1500,opensea,TSS1500-opensea,,,,,,,0.0094148442482718
cg22207732,-0.145383906934162,0.751932008855162,-8.18068734149243,1.93449690644082e-15,2.03054437289018e-14,23.7004823620394,0.884241823439129,0.738857916504968,-0.145383906934162,2,44065791,R,II,ABCG8,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.1463520980594677
cg25101396,0.135289870096734,0.573746783792686,6.74511623953751,3.8493136638878195e-11,2.6659751595628e-10,13.9678595512524,0.450623268920478,0.585913139017212,0.135289870096734,2,27346296,R,II,ABHD1,TSS1500,shore,TSS1500-shore,chr2:27346380-27346766,True,,,,,0.1538356577690657
cg08109969,-0.0099642969446827,0.0342634897921082,-3.64508531957873,0.0002924208797069,0.0008679373963514,-1.33718010165799,0.0433317168676648,0.0333674199229821,-0.0099642969446827,3,111697754,F,I,ABHD10,TSS200,island,TSS200-island,chr3:111697739-111698143,,,,rs813514,,-0.0140739286159443
cg00185336,-0.0113667547741995,0.0676499594147933,-2.92996924520006,0.0035293746168566,0.0084697471245968,-3.64374997968144,0.0779945240114569,0.0666277692372574,-0.0113667547741995,7,73153699,F,II,ABHD11,TSS1500,island,TSS1500-island,chr7:73152564-73153716,,,,,,-0.0127357487696513
cg01877301,-0.0038829712805965,0.0781150094408814,-2.5367099494142,0.0114627379676308,0.0243982244732581,-4.70478919914503,0.0816487926566762,0.0777658213760796,-0.0038829712805965,20,25371700,R,I,ABHD12,TSS1500,island,TSS1500-island,chr20:25370335-25371823,,,,,,-0.0039138313589691
cg01255747,-0.0083489770789605,0.0491575064481451,-2.87130652577566,0.0042438488359142,0.0100058105658273,-3.81144309967364,0.0567556762358322,0.0484066991568716,-0.0083489770789605,13,108870449,F,I,ABHD13,TSS1500,shore,TSS1500-shore,chr13:108870502-108871328,,,,,,-0.0098295230072892
cg03638479,0.109159183832417,0.197502386773511,6.16962448196259,1.32038377301126e-09,7.81767354935002e-09,10.5105144678198,0.0981596763073184,0.207318860139735,0.109159183832417,3,52009768,R,II,ABHD14B,TSS1500,shore,TSS1500-shore,chr3:52007710-52008248,,,,,,0.1028223260149585
cg21841583,0.0286014459858173,0.964095615021769,8.25682520433402,1.09852900031196e-15,1.17969885408302e-14,24.2585231833241,0.938066241516691,0.966667687502508,0.0286014459858167,15,89630450,R,II,ABHD2,TSS1500,shore,TSS1500-shore,chr15:89631546-89632209,,,,,,0.02304914910635
cg03393602,-0.106387448446215,0.253428097761925,-7.19822528906012,1.99122237123616e-12,1.5650102623384002e-11,16.8732525939244,0.35024832962125,0.243860881175035,-0.106387448446215,18,19285336,F,II,ABHD3,TSS1500,shore,TSS1500-shore,chr18:19284165-19285052,,,,,,-0.1087378086327408
cg06813554,-0.0981041118166817,0.333886057203759,-6.98051941076426,8.42354897823584e-12,6.22357321109451e-11,15.4575306133684,0.42316785680671,0.325063744990028,-0.0981041118166819,14,23066769,R,II,ABHD4,TSS1500,shore,TSS1500-shore,chr14:23067443-23067773,,,,,,-0.1088579291796982
cg18908981,-0.0066408024483039,0.0349559674091323,-4.12963178801338,4.19280299601887e-05,0.0001431199371318,0.497111890668759,0.0409995753926607,0.0343587729443568,-0.0066408024483039,3,43732200,R,II,ABHD5,TSS200,island,TSS200-island,chr3:43731998-43733108,,,,,rs79739454,-0.0075411353805676
cg07704718,-0.0356703834727016,0.77646424272193,-3.05270507168403,0.0023764783018194,0.0059218636841526,-3.28227200284525,0.808926857896728,0.773256474424026,-0.0356703834727023,3,58222074,F,II,ABHD6,TSS1500,shore,TSS1500-shore,chr3:58223101-58224364,,,,,,-0.0155948575401945
cg25412575,0.0041663559938208,0.0347823653850542,2.75016925618863,0.0061507086732287,0.0139816876222049,-4.1472982167976,0.030990681692836,0.0351570376866568,0.0041663559938208,19,17414379,R,I,ABHD8,TSS200,island,TSS200-island,chr19:17413733-17414486,,,,,,0.0034032876612483
cg17850367,-0.0747297958706952,0.241773994038109,-5.56183652786336,4.15473328191128e-08,2.09583447440456e-07,7.15267495792304,0.309783484524749,0.235053688654054,-0.074729795870695,10,27150498,F,II,ABI1,TSS1500,shore,TSS1500-shore,chr10:27149166-27150229,,,,,,-0.0741147457944899
cg24530660,0.124523902221403,0.321627950921969,7.32322027284942,8.56235070414193e-13,6.96445374611198e-12,17.7023671004112,0.208302241346375,0.332826143567778,0.124523902221403,2,204192481,F,II,ABI2,TSS1500,shore,TSS1500-shore,chr2:204192655-204193740,,,,,,0.1201860790267141
cg17839611,-0.0948469089803031,0.701356269990852,-5.63973636467341,2.71526621069695e-08,1.39860170159679e-07,7.56579871315805,0.787673780681559,0.692826871701257,-0.0948469089803026,17,47286802,R,II,ABI3,TSS1500,opensea,TSS1500-opensea,,,True,,,,-0.0991554183968068
cg21968765,0.0918274198328882,0.35194048515026,4.10590276922818,4.63316452262936e-05,0.0001571547858079,0.402257241065315,0.268370926813134,0.360198346646023,0.0918274198328886,3,100712345,R,II,ABI3BP,TSS200,opensea,TSS200-opensea,,,,,,,0.0918274198328884
cg20174000,-0.0091437800611492,0.0486428960377671,-3.45705805712933,0.0005879379268552,0.0016518314583884,-1.99032167207822,0.0569643937193167,0.0478206136581673,-0.0091437800611493,9,133710056,R,II,ABL1,TSS1500,shore,TSS1500-shore,chr9:133710260-133711285,,,,,,-0.0109673586270346
cg18433086,0.112393342077881,0.702880375187895,7.80648726976235,2.9452266738804e-14,2.75727012777698e-13,21.0173507793502,0.600594348045076,0.712987690122956,0.11239334207788,1,179199613,R,II,ABL2,TSS1500,shore,TSS1500-shore,chr1:179198163-179199200,,,,,,0.1151233538449923
cg04508114,0.0904988642333522,0.769523322797278,6.35431440106137,4.36708014803784e-10,2.7223154715701303e-09,11.591117279624,0.687162845635271,0.777661709868622,0.0904988642333513,10,116444414,R,II,ABLIM1,TSS200,opensea,TSS200-opensea,,,True,,,,0.1188887089233081
cg03984866,0.0765337103663659,0.70286789115857,5.96143678723468,4.449195873943841e-09,2.49621161117464e-08,9.32581021456047,0.633216708702848,0.709750419069214,0.0765337103663661,4,8161776,F,II,ABLIM2,TSS1500,shore,TSS1500-shore,chr4:8159728-8160893,,,,,,0.0780747252744858
cg05026186,-0.0624555015975964,0.270064922601996,-4.57888186310289,5.77478539601703e-06,2.23409719970444e-05,2.38929127818944,0.326903922257362,0.264448420659766,-0.0624555015975961,5,148520876,R,II,ABLIM3,TSS200,shore,TSS200-shore,chr5:148520992-148521467,,,,,rs73795800,-0.0660522950351764
cg24267699,0.248126985137321,0.37649729050724,10.0578296978262,5.65262195808322e-22,1.1709332099910801e-20,38.5752052106819,0.150683883170038,0.398810868307359,0.248126985137321,9,136151359,F,II,ABO,TSS1500,island,TSS1500-island,chr9:136150031-136151365,,,,,,0.275268945209521
cg07897701,0.119560634878358,0.710360755878354,7.09712696240787,3.90754645205091e-12,2.9848497725762696e-11,16.2113122711082,0.601551976654523,0.721112611532882,0.119560634878359,7,150549370,R,II,ABP1,TSS1500,opensea,TSS1500-opensea,,,,,,,0.1330204912529157
cg07005767,0.0634728199972624,0.760705063614974,5.16915886371352,3.28644676991297e-07,1.49557598020432e-06,5.14897497158683,0.702940231027537,0.7664130510248,0.0634728199972621,8,107782538,F,II,ABRA,TSS200,opensea,TSS200-opensea,,,,,,,0.0690692152007981
cg12256080,-0.0126198818543719,0.0733412391398124,-4.58791005663127,5.53939801570336e-06,2.14860062325131e-05,2.42917871469689,0.0848262395324603,0.0722063576780883,-0.012619881854372,6,26597000,R,II,ABT1,TSS200,shore,TSS200-shore,chr6:26597125-26597552,,,,,,-0.0107523096665079
cg18353563,0.147907498888007,0.299896587014513,7.93553379285069,1.1643763833998601e-14,1.13356679687639e-13,21.931380699423,0.165290122199169,0.313197621087176,0.147907498888007,3,127390935,F,II,ABTB1,TSS1500,shore,TSS1500-shore,chr3:127391011-127392434,,,,,,0.1410300744955082
cg20728639,-0.0037123342114758,0.0188370789100068,-2.59351313592485,0.0097507714578474,0.0211195045039467,-4.5607249798855,0.0222155701168534,0.0185032359053776,-0.0037123342114758,11,34379053,F,II,ABTB2,TSS1500,island,TSS1500-island,chr11:34378229-34379993,,,,,,-0.0053062960674076
cg25525163,-0.0203619061721697,0.063857742505668,-4.80663071863785,1.9787917725701e-06,8.15904601928688e-06,3.41768095685912,0.0823885420076784,0.0620266358355089,-0.0203619061721695,3,38178867,R,I,ACAA1,TSS200,shore,TSS200-shore,chr3:38179857-38180689,,,,,,-0.0123871089294283
cg23825830,0.0756998795310269,0.169884732594123,4.09842491740074,4.78081845054036e-05,0.0001617940884805,0.372471767207016,0.10099239618639,0.176692275717417,0.0756998795310269,18,47340935,F,II,ACAA2,TSS1500,island,TSS1500-island,chr18:47339411-47340956,,,,,,0.0653154993462399
cg19786784,-0.0032729748025887,0.0264267693044883,-2.35683548968537,0.0187777745204964,0.0378421274252099,-5.14039554408098,0.0294054118406572,0.0261324370380685,-0.0032729748025887,17,35716113,F,I,ACACA,TSS200,island,TSS200-island,chr17:35715796-35716627,,,,,,-0.0038745375240366
cg02022322,-0.145692427552093,0.75244758412056,-6.18975440755641,1.1719118916359801e-09,6.977149712654311e-09,10.6269474955627,0.885038174662573,0.73934574711048,-0.145692427552093,12,109576193,F,II,ACACB,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.1569455839951838
cg04726800,-0.0124518226698503,0.0418316183123458,-3.94582805314809,8.97277826763146e-05,0.0002906195371732,-0.22416012549402,0.0531636727564902,0.0407118500866399,-0.0124518226698503,3,128598191,R,I,ACAD9,TSS200,island,TSS200-island,chr3:128598176-128598703,,,,,,-0.0115745974788217
cg21721566,0.137025159489963,0.536650444759884,7.20644360882924,1.88440646355681e-12,1.4846868701384097e-11,16.9274034776128,0.411947691698874,0.548972851188838,0.137025159489964,12,121163144,F,II,ACADS,TSS1500,shore,TSS1500-shore,chr12:121163472-121163913,,True,,,,0.1472404942888221
cg21636577,-0.0798600103007451,0.738896983141873,-5.09661476251275,4.74873263162532e-07,2.11913806113733e-06,4.79334453064582,0.811575337840033,0.731715327539288,-0.0798600103007453,17,7121881,R,II,ACADVL,TSS1500,shore,TSS1500-shore,chr17:7123038-7123718,,,,,,-0.077541101815901
cg27621340,0.148907137146785,0.216055719466598,6.54173604314375,1.38268674870589e-10,9.06004926145019e-10,12.7158030486636,0.0805395119193441,0.229446649066129,0.148907137146785,15,89346269,F,II,ACAN,TSS1500,island,TSS1500-island,chr15:89346043-89347203,True,,,rs56088572,,0.1714155825201214
cg13670306,0.11614529382997,0.3473315893399,5.3927880328427,1.02799986502655e-07,4.96538176104243e-07,6.27388503779366,0.241631016178093,0.357776310008062,0.116145293829969,17,7239771,F,II,ACAP1,TSS200,opensea,TSS200-opensea,,True,True,,,,0.125561624431082
cg26111327,-0.209183802220383,0.677761825896215,-9.62232997490829,2.25337118081376e-20,3.91325995973799e-19,34.9257001146291,0.868134135111169,0.658950332890785,-0.209183802220383,3,195164931,R,II,ACAP2,TSS1500,shore,TSS1500-shore,chr3:195162891-195164119,,,,,,-0.2348039510836911
cg18224588,-0.0030201412582506,0.0230082160933955,-2.44312433609216,0.0148712854053347,0.030758605115834,-4.93533887046225,0.0257567619147531,0.0227366206565024,-0.0030201412582506,1,1244356,R,I,ACAP3,TSS1500,island,TSS1500-island,chr1:1242400-1245185,,,,,,-0.0009718796294749
