CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate,F1_dif
cg11617147,0.386143509064172,0.448826711692273,11.6968894833705,2.0972042642735e-28,1.01254970513477e-26,53.2628267513998,0.0974083383353104,0.483551847399482,0.386143509064172,7,105517689,R,II,ATXN7L1,TSS1500,island,TSS1500-island,chr7:105516844-105517963,,,,,,0.4444266911620387,hyper,0.18,0.9330543933054394,0.8972972972972972,-0.03575709600814214
cg22777979,0.32962235405757,0.543197519545365,14.1811907029955,3.53778184159255e-39,1.07074112447009e-36,77.9239674889236,0.243217463514554,0.572839817572125,0.329622354057571,11,134283252,R,II,B3GAT1,TSS1500,shore,TSS1500-shore,chr11:134281380-134282919,,,,,,0.3738458345481571,hyper,0.38,0.9352818371607516,0.8913043478260869,-0.04397748933466472
cg08848958,0.319459645073383,0.536647381084193,12.7566158590851,7.25232241923491e-33,7.07745773210965e-31,63.4689003272485,0.245916121359135,0.565375766432518,0.319459645073384,16,1384655,R,I,BAIAP3,TSS200,island,TSS200-island,chr16:1382916-1384735,True,,,,,0.3605904449247199,hyper,0.39,0.9079229122055676,0.9270833333333334,0.019160421127765725
cg25959149,0.393297984062596,0.656145649715246,14.3073603578856,9.426873102576607e-40,3.1721259352011e-37,79.2400581303226,0.298216189399287,0.691514173461883,0.393297984062596,20,17674250,R,II,BANF2,TSS200,opensea,TSS200-opensea,,,,,,,0.4419286583755519,hyper,0.46,0.9240506329113924,0.8804347826086957,-0.04361585030269677
cg09696939,0.375232793501444,0.518323325061345,13.5167499946989,3.4182916581591495e-36,5.93437200395829e-34,71.0857179641212,0.176834487810031,0.552067281311475,0.375232793501444,10,60272079,R,I,BICC1,TSS1500,shore,TSS1500-shore,chr10:60272467-60273456,True,,,,,0.4171859222476481,hyper,0.32,0.9397089397089397,0.9206349206349206,-0.019074019074019066
cg18759209,0.355188592086869,0.512328197641325,16.3304227413169,3.03275565909797e-49,6.7113990748879514e-46,101.003320393197,0.189081025706153,0.544269617793022,0.355188592086869,20,55842071,R,I,BMP7,TSS1500,shore,TSS1500-shore,chr20:55840216-55841794,True,,,,,0.4075977812746774,hyper,0.29,0.959349593495935,0.9375,-0.02184959349593496
cg26459819,0.343286532475704,0.608022394788774,16.5698412628222,2.12694927050115e-50,5.8318441503894e-47,103.650521974127,0.295606953363042,0.638893485838747,0.343286532475705,11,111169457,R,I,C11orf93,TSS1500,island,TSS1500-island,chr11:111169304-111170428,True,,,,,0.3982802090239741,hyper,0.47,0.9591836734693876,0.9206349206349206,-0.038548752834467015
cg04986616,0.366826123666658,0.584508101900505,14.464302527989,1.8060271428089399e-40,7.02623000269323e-38,80.8845975547932,0.250669938995238,0.617496062661895,0.366826123666658,11,63537378,R,II,C11orf95,TSS1500,island,TSS1500-island,chr11:63535652-63537435,,,,,,0.4228505971056458,hyper,0.43,0.9355509355509356,0.8791208791208791,-0.0564300564300565
cg25029264,0.331565177815585,0.468533871466309,9.77998409139117,6.0118987609912205e-21,1.11200470690727e-19,36.2337172105614,0.166785706044212,0.498350883859797,0.331565177815585,15,81426347,R,II,C15orf26,TSS1500,shore,TSS1500-shore,chr15:81426499-81426702,True,,,,,0.4042199660946072,hyper,0.16,0.9404517453798767,0.8994708994708994,-0.040980845908977326
cg25374649,0.324500802032042,0.491336699642427,9.44128498165002,1.0087540783619601e-19,1.6345005084424198e-18,33.442386519442,0.196017624411828,0.520518426443869,0.324500802032041,18,13611400,F,II,C18orf1,TSS1500,opensea,TSS1500-opensea,,True,True,,rs1940910,,0.3907151467762108,hyper,0.3,0.87527352297593,0.8409090909090909,-0.034364432066839035
cg08047907,0.400571534191157,0.564701759519185,13.8127905586003,1.63025011441214e-37,3.63334267945746e-35,74.112776156134,0.200152845309247,0.600724379500404,0.400571534191157,1,169396858,R,II,C1orf114,TSS200,island,TSS200-island,chr1:169396621-169396869,,True,,,,0.4845179196222698,hyper,0.38,0.9355509355509356,0.8972972972972972,-0.03825363825363837
cg19856273,0.325323465428703,0.677702585732707,14.449114277079,2.11995964880965e-40,8.12986156656917e-38,80.7250891901986,0.381634827626728,0.706958293055432,0.325323465428704,1,46668472,F,II,C1orf190,TSS1500,shore,TSS1500-shore,chr1:46668821-46669258,True,,,,,0.36423863990544,hyper,0.52,0.9375,0.8913043478260869,-0.04619565217391308
cg14013195,0.351528222579923,0.455223116257423,11.0470348079241,8.7934375155627e-26,2.92315557174363e-24,47.2688414643666,0.135307143909508,0.486835366489431,0.351528222579923,2,26624767,F,II,C2orf39,TSS200,island,TSS200-island,chr2:26624603-26625057,True,True,,,,0.3956721707649274,hyper,0.26,0.8937093275488069,0.8474576271186441,-0.0462517004301628
cg26625629,0.331803879307975,0.472181882804878,10.5465453484338,7.94004601133125e-24,2.0444083291307e-22,42.8024861806062,0.170216481851937,0.502020361159912,0.331803879307975,2,21022877,R,I,C2orf43,TSS200,island,TSS200-island,chr2:21022564-21022934,,,,,,0.4452546108014963,hyper,0.37,0.8747252747252748,0.813953488372093,-0.06077178635318181
cg04787024,0.375838552566233,0.574145986876254,14.7300935277884,1.0802056155688999e-41,5.41116849008119e-39,83.688040266918,0.232105865296193,0.607944417862426,0.375838552566233,2,99553442,R,I,C2orf55,TSS1500,island,TSS1500-island,chr2:99552185-99553831,True,,,,,0.4378031217298281,hyper,0.46,0.9055793991416308,0.8777777777777778,-0.027801621363853002
cg02611848,0.329323576848839,0.601576733160068,14.2759375213044,1.3110833046554e-39,4.27044237773059e-37,78.9117781768127,0.301868585883966,0.631192162732806,0.32932357684884,2,74875387,F,I,C2orf65,TSS1500,island,TSS1500-island,chr2:74875128-74875562,,,,,,0.3875966584575616,hyper,0.39,0.9510204081632652,0.9387755102040817,-0.012244897959183487
cg08350814,0.404586927720951,0.467930146704021,13.1972340994521,8.793834562137895e-35,1.1969191503072001e-32,67.8559464931172,0.0997269355047379,0.504313863225689,0.404586927720951,2,191045309,R,I,C2orf88,TSS1500,island,TSS1500-island,chr2:191044979-191045829,True,True,,,,0.4752842088522859,hyper,0.13,0.9443298969072164,0.9696969696969697,0.025367072789753364
cg00301159,0.343523413806436,0.627199100773198,14.3536649633103,5.79425116497811e-40,2.03152493897539e-37,79.7244151022147,0.314568080294678,0.658091494101115,0.343523413806436,3,157260788,F,II,C3orf55,TSS1500,island,TSS1500-island,chr3:157260666-157261224,True,,,,,0.4113920283870412,hyper,0.43,0.9443298969072164,0.9090909090909092,-0.03523898781630719
cg18260397,0.407640146826325,0.626264586152182,15.9661734435388,1.68434191815995e-47,2.5654164021107804e-44,97.0020676419334,0.255282725910957,0.662922872737283,0.407640146826326,5,154230438,R,II,C5orf4,TSS1500,opensea,TSS1500-opensea,,True,True,,,,0.4922373124201662,hyper,0.4,0.9508196721311476,0.9319371727748691,-0.018882499356278504
cg20931973,0.321598995301256,0.612652563284502,14.0131150644955,2.04279052581737e-38,5.3930386650184196e-36,76.1792485042177,0.319974340941992,0.641573336243249,0.321598995301257,6,110679832,F,II,C6orf186,TSS1500,island,TSS1500-island,chr6:110679417-110679833,,,,rs1010463,,0.3487907005371123,hyper,0.48,0.9145299145299146,0.8729281767955802,-0.0416017377343344
cg04134279,0.319772051037726,0.553943303656335,12.5525708057799,5.44673719470163e-32,4.59437167339176e-30,61.4647772017084,0.262927732028476,0.582699783066202,0.319772051037726,8,496327,R,I,C8orf42,TSS1500,shore,TSS1500-shore,chr8:494155-496083,True,,,,,0.3344750085656014,hyper,0.41,0.91220556745182,0.8409090909090909,-0.07129647654272908
cg18674980,0.362901439282966,0.598701673033821,12.9802037478819,7.80405294228717e-34,9.05311050617683e-32,65.6851348652137,0.268435255269107,0.631336694552073,0.362901439282966,8,86350581,F,II,CA3,TSS1500,shore,TSS1500-shore,chr8:86350765-86351196,,True,,,,0.4152073981466279,hyper,0.38,0.9445585215605748,0.9489795918367346,0.004421070276159789
cg06390484,0.329234900019838,0.675957332625907,13.7097172332354,4.72019572980165e-37,9.66663709597185e-35,73.0551557127863,0.376329887643825,0.705564787663663,0.329234900019838,7,134575271,R,II,CALD1,TSS1500,opensea,TSS1500-opensea,,,,,,,0.3764273442253568,hyper,0.53,0.9240506329113924,0.9090909090909092,-0.014959723820483273
cg08351336,0.343000211285128,0.551008111284808,14.0110307513551,2.08756802895171e-38,5.49198272959286e-36,76.1576740508088,0.238853242741149,0.581853454026277,0.343000211285127,5,71014820,F,II,CARTPT,TSS200,shore,TSS200-shore,chr5:71014917-71015715,,,,rs17358216,,0.3933497437159234,hyper,0.33,0.9595141700404858,0.9214659685863875,-0.03804820145409826
cg17469978,0.36480071904102,0.45983716811117,12.9200905408428,1.4239289060585399e-33,1.58052231912814e-31,65.0872466845066,0.127842269127796,0.492642988168816,0.36480071904102,7,116164704,R,II,CAV1,TSS200,island,TSS200-island,chr7:116164703-116166735,True,,,,,0.4051011755237172,hyper,0.19,0.952965235173824,0.9197860962566845,-0.03317913891713953
cg20687242,0.434039699468386,0.581535261918876,15.2796006272014,2.98467783847315e-44,2.40371581070156e-41,89.5532738146057,0.186527909524985,0.620567608993371,0.434039699468385,12,54653427,F,II,CBX5,TSS200,opensea,TSS200-opensea,,True,,,,,0.5324745764147918,hyper,0.26,0.9678714859437751,0.9538461538461539,-0.014025332097621246
cg08096786,0.351400176397836,0.633908493107658,12.9990460610631,6.46140909739821e-34,7.61056483871852e-32,65.8728462466043,0.314109051997398,0.665509228395234,0.351400176397835,16,57571099,R,II,CCDC102A,TSS1500,shore,TSS1500-shore,chr16:57569848-57570844,,,,,rs4784819,0.4213222164189201,hyper,0.5,0.9102564102564102,0.8743169398907104,-0.03593947036569989
cg03576469,0.472785931475506,0.621988235775476,17.0832107588338,6.83629264534648e-53,3.1751203390649e-49,109.369499853174,0.191719024756399,0.664504956231906,0.472785931475507,19,46917061,F,II,CCDC8,TSS200,shore,TSS200-shore,chr19:46915311-46915802,True,,,,,0.5498279871805057,hyper,0.38,0.9613034623217924,0.9263157894736842,-0.03498767284810822
cg11142705,0.372960163604148,0.482327575354124,13.3611355537976,1.6704059889205e-35,2.5935414158557002e-33,69.5077689987445,0.142906994807903,0.515867158412051,0.372960163604147,3,42306974,R,II,CCK,TSS1500,island,TSS1500-island,chr3:42306149-42307520,,,,,,0.4548691302807279,hyper,0.31,0.919831223628692,0.8603351955307262,-0.059496028097965725
cg21462428,0.329878148598117,0.450886869763744,12.1329634515081,3.25349433514023e-30,2.06509336317096e-28,57.4007361399773,0.15067402229855,0.480552170896668,0.329878148598118,12,4381448,F,II,CCND2,TSS1500,island,TSS1500-island,chr12:4378366-4382222,,,,,,0.3934579593136668,hyper,0.22,0.937759336099585,0.9148936170212766,-0.022865719078308366
cg07145284,0.322301112445295,0.613864307535304,12.9125344024163,1.5355772921467099e-33,1.69460796477575e-31,65.0121983136327,0.320547108079693,0.642848220524989,0.322301112445296,11,66084631,R,II,CD248,TSS200,shore,TSS200-shore,chr11:66083572-66083782,True,True,,,,0.3996214005250278,hyper,0.5,0.908315565031983,0.8666666666666667,-0.04164889836531627
cg20143092,0.354638084865228,0.452950795833836,11.2678951707638,1.1564291190568399e-26,4.33407468355029e-25,49.2819815448015,0.130204625075192,0.484842709940421,0.354638084865229,11,35160330,R,II,CD44,TSS200,shore,TSS200-shore,chr11:35160375-35161000,True,,,,,0.4006829270942621,hyper,0.21,0.9355509355509356,0.8901098901098902,-0.045441045441045436
cg22222281,0.339835369533291,0.558712542176417,13.2650349574471,4.4291828885744995e-35,6.3453189207775e-33,68.5379741893981,0.249437907313387,0.589273276846677,0.33983536953329,12,6308758,R,I,CD9,TSS1500,shore,TSS1500-shore,chr12:6309152-6310392,True,True,,,,0.3865666690728578,hyper,0.38,0.9330543933054394,0.9032258064516129,-0.0298285868538265
cg15323528,0.417296073684769,0.49965035358933,16.1585350497832,2.02691019108509e-48,3.62780722675942e-45,99.1111055880761,0.119880905235925,0.537176978920694,0.417296073684769,10,73156427,R,II,CDH23,TSS1500,island,TSS1500-island,chr10:73156164-73157954,True,,high-CpG:72826209-72826722,,,0.4840933017196012,hyper,0.23,0.9570552147239264,0.9484536082474226,-0.008601606476503765
cg06197769,0.321690422284711,0.552935888317416,11.5550856259142,7.97266809042717e-28,3.52575243794423e-26,51.9368608684534,0.260174460842482,0.581864883127192,0.321690422284711,12,12868983,R,II,CDKN1B,TSS1500,shore,TSS1500-shore,chr12:12869798-12871248,,True,,,,0.3887075466335485,hyper,0.31,0.9469387755102042,0.8936170212765958,-0.05332175423360841
cg23180938,0.327648300822904,0.399769014490361,10.4745059606984,1.50144336256007e-23,3.7340550023924797e-22,42.17086465107,0.101585488921316,0.429233789744219,0.327648300822904,5,115152485,F,I,CDO1,TSS200,island,TSS200-island,chr5:115151348-115152713,True,,,,,0.3768183035671659,hyper,0.18,0.9032258064516128,0.9032258064516129,1.1102230246251565e-16
cg07984133,0.328186809705528,0.503063487771479,12.6073778870608,3.17455275034991e-32,2.7838755651407598e-30,62.0013362358181,0.204389880377599,0.532576690083127,0.328186809705528,13,28544592,R,I,CDX2,TSS1500,island,TSS1500-island,chr13:28544524-28544890,,,,,,0.3790210639840842,hyper,0.35,0.9106382978723404,0.8983957219251336,-0.01224257594720679
cg08249424,0.374861194332098,0.555735347058483,11.4859871017571,1.52292235531149e-27,6.46648989480765e-26,51.2943230697611,0.214584691785027,0.589445886117125,0.374861194332098,6,4775222,R,II,CDYL,TSS1500,island,TSS1500-island,chr6:4775131-4777550,,,,,,0.4235733993994852,hyper,0.3,0.9152542372881356,0.9206349206349206,0.005380683346784987
cg12441967,0.360987188049171,0.567740736886249,16.2500081425448,7.38203069878217e-49,1.46166150475544e-45,100.117198566842,0.239216425460206,0.600203613509375,0.360987188049169,22,17602561,R,II,CECR6,TSS1500,island,TSS1500-island,chr22:17600563-17602611,True,,,,,0.4351765219669418,hyper,0.38,0.959349593495935,0.8972972972972972,-0.062052296198637724
cg00735923,0.403022923848159,0.63903779044459,14.328604872229,7.5410065723777e-40,2.58023414764957e-37,79.4621915285853,0.272257935287812,0.675280859135971,0.403022923848159,7,117119963,R,II,CFTR,TSS200,opensea,TSS200-opensea,,,,low-CpG:116906174-116907321,,,0.5032207304210595,hyper,0.37,0.9575757575757576,0.9435897435897437,-0.013986013986013957
cg05746024,0.340093316461211,0.530481420554487,11.2591440464582,1.2538127556532499e-26,4.67668677117322e-25,49.2017370716747,0.220972035429715,0.561065351890926,0.340093316461211,1,154540074,F,II,CHRNB2,TSS200,shore,TSS200-shore,chr1:154540233-154540573,,True,,,,0.3878660129409677,hyper,0.28,0.9419087136929462,0.9148936170212766,-0.02701509667166957
cg09469554,0.328228465889547,0.447295133114742,10.1246307847825,3.18050767585802e-22,6.789167556719051e-21,39.1449399530695,0.148583615596557,0.476812081486104,0.328228465889548,13,96204917,R,I,CLDN10,TSS200,island,TSS200-island,chr13:96204691-96205496,True,,high-CpG:95002899-95002984,,,0.4010387323851566,hyper,0.16,0.913684210526316,0.9157894736842105,0.002105263157894499
cg08199758,0.347022040592228,0.61064800358988,15.6505224217089,5.3291430461409205e-46,6.11234835266294e-43,93.5617424350705,0.294832981036521,0.641855021628749,0.347022040592228,16,3062426,R,I,CLDN9,TSS200,shore,TSS200-shore,chr16:3063679-3063981,,,,,,0.3667392289143664,hyper,0.41,0.9462809917355371,0.9319371727748691,-0.014343818960668053
cg25737323,0.400936278098004,0.574225142959377,14.0272792155545,1.7628433221741e-38,4.70014508872081e-36,76.325900256666,0.209344285553639,0.610280563651644,0.400936278098004,2,29338100,R,I,CLIP4,TSS1500,island,TSS1500-island,chr2:29337983-29338909,True,,high-CpG:29191546-29192008,,,0.4995399567560833,hyper,0.47,0.9125799573560768,0.8901098901098902,-0.02247006724618661
cg16626067,0.319300680146795,0.555572983974317,13.5416738466598,2.6490272794375697e-36,4.67657112933277e-34,71.3393071550604,0.26498639376878,0.584287073915576,0.319300680146795,16,66613266,R,I,CMTM2,TSS200,island,TSS200-island,chr16:66612749-66613412,,,,,,0.3674018976229826,hyper,0.36,0.948875255623722,0.90625,-0.04262525562372199
cg18344652,0.345762126076142,0.543845776083345,10.2575902318718,1.00486734132674e-22,2.26694721842065e-21,40.2866208698649,0.229177366380957,0.574939492457099,0.345762126076142,1,95393096,F,I,CNN3,TSS1500,island,TSS1500-island,chr1:95391837-95393116,,,,,,0.4213771586970249,hyper,0.26,0.9067796610169492,0.8913043478260869,-0.015475313190862261
cg10765212,0.360369800254154,0.59796449416195,13.2257722263767,6.590263238500161e-35,9.179155800221968e-33,68.1427980623291,0.27000205004576,0.630371850299914,0.360369800254153,2,190044638,R,II,COL5A2,TSS200,opensea,TSS200-opensea,,,,,,,0.4397056559242947,hyper,0.43,0.9148936170212766,0.8777777777777778,-0.037115839243498816
cg14957943,0.356267632674138,0.495507702713739,10.6651790285152,2.76379117457598e-24,7.545918127813031e-23,43.8488954942228,0.171278526215333,0.527546158889471,0.356267632674138,3,48632783,F,II,COL7A1,TSS200,island,TSS200-island,chr3:48631882-48632901,,True,high-CpG:48607725-48607801,,,0.4154586674189963,hyper,0.2,0.931106471816284,0.9148936170212766,-0.016212854795007448
cg20559608,0.333419864224354,0.404844309520136,10.0462037532202,6.24601523099671e-22,1.28769298552012e-20,38.4763156582586,0.101408246035383,0.434828110259736,0.333419864224354,3,131754012,F,I,CPNE4,TSS200,island,TSS200-island,chr3:131753880-131754139,,,,rs13093218,,0.3862000593688277,hyper,0.16,0.8893709327548808,0.8972972972972972,0.007926364542416464
cg02032778,0.409746377406386,0.530437612440496,10.8066571571775,7.773819252637761e-25,2.2757370414275905e-23,45.1068662590108,0.157538930844037,0.567285308250423,0.409746377406386,7,29186228,F,II,CPVL,TSS200,opensea,TSS200-opensea,,,True,,rs245880,,0.4561133850188968,hyper,0.2,0.9171974522292994,0.8901098901098902,-0.027087562119409214
cg17165580,0.319407158526402,0.376352618630539,9.60988125794195,2.49958556006071e-20,4.32288229495995e-19,34.8230607608711,0.0856691254392446,0.405076283965647,0.319407158526402,1,156676581,R,II,CRABP2,TSS1500,island,TSS1500-island,chr1:156674858-156676654,True,True,,,,0.340952358598509,hyper,0.21,0.8641425389755011,0.8235294117647058,-0.04061312721079524
cg27239280,0.359866777272457,0.52526892727572,11.8129385360126,6.9808579937066e-29,3.60647305894314e-27,54.3552242131866,0.197764270261578,0.557631047534035,0.359866777272457,16,30907679,F,II,CTF1,TSS1500,shore,TSS1500-shore,chr16:30905549-30905783,,,,rs79233301,,0.3817245510926786,hyper,0.37,0.8859649122807017,0.8304093567251462,-0.05555555555555558
cg12178980,0.359858970364319,0.556374645938744,13.9783193453935,2.93320808396447e-38,7.511828095492529e-36,75.8192832190716,0.228877093772655,0.588736064136974,0.359858970364319,10,11206870,R,II,CUGBP2,TSS200,shore,TSS200-shore,chr10:11207178-11207980,True,,,,,0.441294732217327,hyper,0.28,0.9552845528455284,0.925531914893617,-0.02975263795191141
cg03789645,0.392325228616236,0.667770102710902,15.0196169483608,4.90077596205772e-43,3.162429538260589e-40,86.7670205536639,0.310725919833536,0.703051148449772,0.392325228616236,7,148394842,R,II,CUL1,TSS1500,shore,TSS1500-shore,chr7:148395430-148397002,,,,,rs6959365,0.4708306653312137,hyper,0.51,0.937759336099585,0.8852459016393442,-0.052513434460240704
cg20427865,0.333004354314127,0.731548142253296,15.8062114016037,9.72945761876171e-47,1.28882767727685e-43,95.2553735857053,0.428490222679647,0.761494576993775,0.333004354314128,16,57406353,F,II,CX3CL1,TSS200,opensea,TSS200-opensea,,,True,,rs2301772,,0.3917293323481786,hyper,0.62,0.926315789473684,0.8409090909090909,-0.08540669856459304
cg02029926,0.399465748971516,0.567971628053226,13.0401016315884,4.28013912428482e-34,5.19590106244456e-32,66.2823525320032,0.204429057946055,0.603894806917571,0.399465748971516,4,74734874,F,II,CXCL1,TSS1500,shore,TSS1500-shore,chr4:74734918-74735544,,,,,,0.4834237259327128,hyper,0.28,0.9467213114754098,0.9206349206349206,-0.02608639084048925
